"","Tropical & Subtropical Dry Broadleaf Forests","Tropical & Subtropical Moist Broadleaf Forests","Temperate Broadleaf & Mixed Forests","Temperate Grasslands, Savannas & Shrublands","Tropical & Subtropical Coniferous Forests","Temperate Conifer Forests","Montane Grasslands & Shrublands","Mediterranean Forests, Woodlands & Scrub","Mangroves","Tropical & Subtropical Grasslands, Savannas & Shrubland","Deserts & Xeric Shrublands","Flooded Grasslands & Savannas","Boreal Forests/Taiga","Tundra"
"Stachyurus praecox var. praecox",0,0,61,0,0,5,0,0,0,0,0,0,0,0
"Stachyurus praecox Siebold & Zucc.",0,0,73,0,0,2,0,0,0,0,0,0,0,0
"Stachyurus praecox var. matsuzakii (Nakai) Makino",0,3,24,0,0,0,0,0,0,0,0,0,0,0
"Stachyurus praecox var. leucotrichus Hayashi",0,0,12,0,0,4,0,0,0,0,0,0,0,0
"Stachyurus retusus Yang",0,1,0,0,0,3,0,0,0,0,0,0,0,0
"Stachyurus yunnanensis Franch.",0,28,5,0,0,13,0,0,0,0,0,0,0,0
"Staphylea bumalda DC.",0,0,125,0,0,3,0,0,0,0,0,0,0,0
"Staphylea colchica Steven",0,0,6,0,0,0,0,0,0,0,0,0,0,0
"Staphylea pinnata L.",0,0,55,1,0,3,0,1,0,0,0,0,0,0
"Ixerba brexioides A.Cunn.",0,0,20,0,0,0,0,0,0,0,0,0,0,0
"Begonia acerifolia Kunth",0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia acetosella Craib",1,10,0,0,0,2,0,0,0,0,0,0,0,0
"Begonia acetosella var. acetosella",0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia acetosella var. hirtifolia Irmsch.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia aconitifolia A.DC.",0,5,0,0,0,1,0,0,0,1,0,0,0,0
"Begonia acutifolia Jacq.",1,6,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia alicida C.B.Clarke",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia almedana Burt-Utley & Utley",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia altoperuviana A.DC.",0,13,0,0,0,0,1,0,0,0,0,0,0,0
"Begonia ampla Hook.f.",0,29,0,0,0,0,0,0,0,2,0,0,0,0
"Begonia annobonensis A.DC.",0,2,0,0,0,0,0,0,1,0,0,0,0,0
"Begonia antongilensis Humbert",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia aptera Blume",0,18,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia areolata Miq.",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia arrogans Irmsch.",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia atricha Miq. ex A.DC.",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia augustae Irmsch.",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia balansana Gagnep.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia baramensis Merr.",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia barbellata Ridl.",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia barkeri Knowl. & Westc.",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia barkleyana L.B.Sm.",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia baviensis Gagnep.",0,9,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia beludruvenea M.Hughes",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia beryllae Ridl.",0,2,0,0,0,0,2,0,0,0,0,0,0,0
"Begonia bifurcata L.B.Sm. & B.G.Schub.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia bogneri Ziesenh.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia bonthainensis Hemsl.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia bracteata Jack",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia bracteosa A.DC.",0,6,0,0,0,0,1,0,0,0,0,0,0,0
"Begonia breedlovei Burt-Utley",0,3,0,0,1,0,0,0,0,0,0,0,0,0
"Begonia brevicordata L.B.Sm. & B.G.Schub.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia buddleiifolia A.DC.",1,50,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia bullatifolia L.Kollmann",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia burbidgei Stapf",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Begonia calderonii Standl.",1,8,0,0,10,0,0,0,0,0,0,0,0,0
"Begonia callosa L.Kollmann",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia capanemae Brade",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia capituliformis Irmsch.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia cardiocarpa Liebm.",0,7,0,0,4,0,0,0,0,0,0,0,0,0
"Begonia carolineifolia Regel",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Begonia carrieae Ziesenh.",1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Begonia catharinensis Brade",0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia ceratocarpa S.H.Huang & Y.M.Shui",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia chiasmogyna M.Hughes",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia chlorolepis L.B.Sm. & B.G.Schub.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia chloroneura P.Wilkie & Sands",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia chrysantha Tebbitt",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia cinnabarina Hook.",6,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia clarkei Hook.f.",5,8,0,0,0,0,4,0,0,0,0,0,0,0
"Begonia coccinea Hook.",0,9,0,0,0,0,0,0,0,1,0,0,0,0
"Begonia colombiana L.B.Sm. & B.G.Schub.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia comestibilis D.C.Thomas & Ardi",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia conchifolia A.Dietr.",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia consobrina Irmsch.",0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia convallariodora C.DC.",0,19,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia convolvulacea A.DC.",0,72,0,0,0,0,0,0,0,4,1,0,0,0
"Begonia copeyana C.DC.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia cornitepala Irmsch.",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia corredorana C.DC.",0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia crassicaulis Lindl.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia cremnophila Tebbitt",0,1,0,0,0,0,0,0,0,2,0,0,0,0
"Begonia croatii Burt-Utley",1,4,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia cubensis Hassk.",0,2,0,0,0,0,0,0,2,0,0,0,0,0
"Begonia cucullata var. cucullata",0,30,0,1,0,0,1,0,0,21,0,5,0,0
"Begonia cucullata var. spatulata (Lodd.) Golding",0,12,0,1,0,0,0,0,0,7,0,1,0,0
"Begonia cucullata var. subcucullata (C.DC.)",0,10,0,0,0,0,0,0,0,6,0,0,0,0
"Begonia cucullata var. hookeri (Sweet) L.B.Sm. & B.G.Schub.",0,3,0,0,0,1,0,0,0,0,0,0,0,0
"Begonia cyathophora Poepp. & Endl.",0,8,0,0,0,0,1,0,0,0,0,0,0,0
"Begonia demissa Craib",0,9,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia dentatiloba A.DC.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia descoleana L.B.Sm. & B.G.Schub.",0,25,0,0,0,0,0,0,0,1,0,0,0,0
"Begonia dichotoma Jacq.",3,14,0,0,0,0,0,0,0,1,4,0,0,0
"Begonia dietrichiana Irmsch.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia digitata Raddi",0,21,0,0,0,0,0,0,0,1,0,0,0,0
"Begonia dioica Buch.-Ham. ex D.Don",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Begonia dipetala Graham",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia domingensis A.DC.",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Begonia dregei Otto & Dietr.",0,6,0,0,0,0,3,0,1,0,0,0,0,0
"Begonia echinosepala Regel",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia echinosepala var. echinosepala",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia egregia N.E.Br.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia elaeagnifolia Hook.f.",0,20,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia eminii Warb.",0,93,0,0,0,0,0,0,0,16,0,0,0,0
"Begonia engleri Gilg",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia epipsila Brade",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia erythrocarpa A.DC.",0,5,0,0,0,0,1,0,0,0,0,0,0,0
"Begonia exigua Irmsch.",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Begonia fagifolia Otto & A.Dietr.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia faustinoi Burt-Utley & Utley",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia ferruginea L.f.",0,17,0,0,0,0,2,0,0,0,0,0,0,0
"Begonia fischeri Schrank",23,235,0,0,5,0,0,0,2,31,1,0,0,0
"Begonia fischeri f. fischeri",2,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia fissistyla Irmsch.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia flacca Irmsch.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia fluvialis M.Hughes",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia foliosa Kunth",0,59,0,0,0,0,5,0,0,0,0,0,0,0
"Begonia froebelii A.DC.",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia fruticosa (Klotzsch) A.DC.",0,82,0,0,0,0,0,0,1,3,0,0,0,0
"Begonia furfuracea Hook.f.",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia fuscisetosa Sands",0,7,0,0,0,0,2,0,0,0,0,0,0,0
"Begonia gabonensis J.J.de Wilde",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia gamolepis L.B.Sm. & B.G.Schub.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia garagarana C.DC.",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia gardneri A.DC.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia gehrtii Irmsch.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia geminiflora L.B.Sm. & Wassh.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia geraniifolia Hook.",0,3,0,0,0,0,0,0,0,0,3,0,0,0
"Begonia germaineana Tebbitt",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia glabra Aubl.",17,263,0,0,18,0,1,0,0,1,0,0,0,0
"Begonia glandulifera Griseb.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia glauca Ruiz & Pav. ex A.DC.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia goegoensis N.E.Br.",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Begonia goudotii A.DC.",16,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia gracilis Kunth",9,12,0,0,79,0,0,0,0,0,10,0,0,0
"Begonia grandis Dryand.",0,29,28,0,0,6,0,0,0,0,0,0,0,0
"Begonia grandis subsp. grandis",0,5,10,0,0,0,1,0,0,0,0,0,0,0
"Begonia grandis subsp. sinensis (A.DC.) Irmsch.",0,22,28,0,0,5,0,0,0,0,0,0,0,0
"Begonia grandis subsp. holostyla Irmsch.",0,6,0,0,0,3,0,0,0,0,0,0,0,0
"Begonia grandis var. puberula Irmsch.",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Begonia grisea A.DC.",8,10,0,0,0,0,0,0,0,1,15,0,0,0
"Begonia guaduensis Kunth",12,74,0,0,0,0,0,0,0,2,0,0,0,0
"Begonia gueritziana Gibbs",0,4,0,0,0,0,5,0,0,0,0,0,0,0
"Begonia hainanensis Chun & F.Chun",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia handelii Irmsch.",0,18,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia handelii var. handelii",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia handelii var. prostrata (Irmsch.) Tebbitt",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia harauensis Girm.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia hatacoa Buch.-Ham. ex D.Don",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Begonia heracleifolia Cham. & Schltdl.",1,61,0,0,11,0,0,0,0,0,0,0,0,0
"Begonia herbacea Vell.",0,5,0,0,0,0,0,0,1,1,0,0,0,0
"Begonia heydei C.DC.",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia hirtella Link",7,87,0,0,0,0,0,0,1,2,1,1,0,0
"Begonia hispidissima Zipp. ex Koord.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia hitchcockii Irmsch.",2,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia hoehneana Irmsch.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia holtonis A.DC.",0,18,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia hookeriana Gardner",0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia hugelii (Klotzsch) A.DC.",0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia humbertii M.Keraudren-Aymonin",2,4,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia humilis Aiton",0,42,0,0,0,0,0,0,1,0,5,0,0,0
"Begonia humilis var. humilis",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Begonia hydrocotylifolia Otto ex Hook.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia hymenophylla Gagnep.",1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia imperialis Lem.",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia incarnata Link & Otto",0,11,0,0,5,0,0,0,0,0,0,0,0,0
"Begonia integerrima Spreng.",0,21,0,0,0,0,0,0,0,2,0,0,0,0
"Begonia integerrima subsp. cardioides Irmsch.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia integerrima subsp. integerrima",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia involucrata Liebm.",0,15,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia isoptera Dryand. ex Sm.",0,31,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia itaguassuensis Brade",0,23,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia itatinensis Irmsch. ex Brade",0,9,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia jaguarensis L.Kollmann, R.S.Lopes & Peixoto",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia jocelinoi Brade",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia johnstonii Oliv. ex Hook.f.",0,3,0,0,0,0,0,0,0,3,0,0,0,0
"Begonia juliana Loefgr. ex Irmsch.",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Begonia kalbreyeri (Oliv.) L.B.Sm. & B.G.Schub.",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia karangputihensis Girm.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia karwinskyana A.DC.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia kemumuensis M.Hughes",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia kisuluana Büttner",0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia komoensis Irmsch.",0,24,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia kudoensis Girm.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia kuhlmannii Brade",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia lanceolata Vell.",0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia laruei M.Hughes",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia lasioura D.C.Thomas & Ardi",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia leprosa Hance",0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia letouzeyi Sosef",0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia limprichtii Irmsch.",0,0,2,0,0,5,0,0,0,0,0,0,0,0
"Begonia lindleyana Walp.",3,6,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia lithophila C.Y.Wu",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Begonia longifolia Blume",0,69,2,0,0,1,1,0,0,0,0,0,0,0
"Begonia longipetiolata Gilg",0,39,0,0,0,0,0,0,0,1,0,0,0,0
"Begonia lophoptera Rolf",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia loranthoides subsp. rhopalocarpa (O.Warburg) J.J.F.E.de Wilde",0,24,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia loranthoides Hook.f.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia ludicra A.DC.",1,7,0,0,1,0,0,0,0,0,0,0,0,0
"Begonia ludwigii Irmsch.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia lunaris E.L.Jacques",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia lutea L.B.Sm. & B.G.Schub.",1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia luxurians Scheidw.",0,15,0,0,0,0,0,0,1,4,0,0,0,0
"Begonia lyallii A.DC.",0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia lyniceorum Burt-Utley",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia macintyreana M.Hughes",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia macrocarpa Warb.",0,57,0,0,0,0,0,0,0,2,0,0,0,0
"Begonia maculata Raddi",0,36,0,0,2,0,0,0,0,1,0,0,0,0
"Begonia madecassa M.Keraudren-Aymonin",5,6,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia majungaensis Guillaumin",8,7,0,0,0,0,0,0,0,0,3,0,0,0
"Begonia majungaensis var. puberula Keraudren",0,1,0,0,0,0,0,0,0,0,2,0,0,0
"Begonia malabarica Lam.",1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia mamutensis Sands",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Begonia manicata Brongn.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia mariti Burt-Utley",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia masoniana Irmsch. ex Ziesenh.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia maurandiae A.DC.",0,17,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia maynensis A.DC.",1,41,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia mendumae M.Hughes",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia meridensis A.DC.",2,3,0,0,0,0,0,0,0,1,0,0,0,0
"Begonia micranthera Griseb.",7,21,0,0,0,0,8,0,0,3,0,0,0,0
"Begonia microsperma Warb.",0,9,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia minor Jacq.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia minutifolia N.Hallé",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia monadelpha Ruiz & Pav. ex A.DC.",0,16,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia morsei Irmsch.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia motozintlensis Burt-Utley & Utley",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Begonia multangula Blume",0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia multijugata M.Hughes",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia multinervia Liebm.",1,16,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia multistaminea Burt-Utley",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia muricata Blume",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia nana L'Hér.",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia nelumbiifolia Cham. & Schltdl.",0,14,0,0,2,0,0,0,0,0,0,0,0,0
"Begonia nobmanniae D.C.Thomas & Ardi",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia nossibea A.DC.",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia oaxacana A.DC.",1,32,0,0,22,0,0,0,0,0,0,0,0,0
"Begonia obliqua L.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia obtecticaulis Irmsch.",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia octopetala L'Hér.",0,7,0,0,0,0,2,0,0,0,4,0,0,0
"Begonia octopetala subsp. octopetala",0,3,0,0,0,0,0,0,0,0,1,0,0,0
"Begonia octopetala subsp. ovatiformis Irmsch.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia olivacea Ardi",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia olsoniae L.B.Sm. & B.G.Schub.",0,5,0,0,0,0,0,0,0,2,0,0,0,0
"Begonia oxyanthera Warb.",0,19,0,0,0,0,0,0,0,1,0,0,0,0
"Begonia oxyloba Welw. ex Hook.f.",0,43,0,0,0,0,2,0,0,13,0,1,0,0
"Begonia ozotothrix D.C.Thomas",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia pachypoda L.Kollmann & Peixoto",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia paleata A.DC.",0,20,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia palmata D.Don",0,121,6,0,0,10,1,0,0,0,0,0,0,0
"Begonia paranaensis Brade",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia parcifolia C.DC.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia parilis Irmsch.",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia parviflora Poepp. & Endl.",5,117,0,0,0,0,3,0,0,0,0,0,0,0
"Begonia pasamanensis M.Hughes",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia pearcei Hook.f.",0,2,0,0,0,0,2,0,0,0,0,0,0,0
"Begonia pectennervia L.B.Sm. & Wassh.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia pedatifida H.Lév.",0,12,12,0,0,10,0,0,0,0,0,0,0,0
"Begonia peltata Otto & Dietr.",0,11,0,0,1,0,0,0,0,0,0,0,0,0
"Begonia peltatifolia H.L.Li",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia peruviana A.DC.",0,24,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia petasitifolia Brade",3,0,0,0,0,0,0,0,0,0,10,0,0,0
"Begonia phantasma Tebbitt",4,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia picta Sm.",0,3,4,0,1,2,0,0,0,0,0,0,0,0
"Begonia pilgeriana Irmsch.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia pinetorum A.DC.",0,6,0,0,7,0,0,0,0,0,0,0,0,0
"Begonia piurensis L.B.Sm. & B.G.Schub.",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia plebeia Liebm.",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Begonia pluvialis L.B.Sm. ex S.F.Sm. & Wassh.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia poculifera Hook.f.",0,45,0,0,0,0,0,0,0,3,0,0,0,0
"Begonia polyandra Irmsch.",0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia polygonata Liebm.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia polygonoides Hook.f.",0,31,0,0,0,0,0,0,0,2,0,0,0,0
"Begonia polypetala A.DC.",1,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia popenoei Standl.",0,3,0,0,0,0,0,0,1,0,0,0,0,0
"Begonia pringlei S.Watson",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Begonia prionota D.C.Thomas & Ardi",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia pteridiformis Phutthai",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia pulchella Raddi",0,20,0,0,0,0,0,0,0,1,0,0,0,0
"Begonia purpusii Houghton ex Ziesenh.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia puspitae Ardi",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia quadrialata Warb.",0,73,0,0,0,0,0,0,2,10,0,0,0,0
"Begonia quadrialata subsp. quadrialata",0,9,0,0,0,0,0,0,0,2,0,0,0,0
"Begonia quadrialata subsp. nimbaensis Sosef",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia quadrialata var. pilosa Sosef",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia racemosa Jack",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia radicans Vell.",0,39,0,0,0,0,0,0,1,0,0,0,0,0
"Begonia rantemarioensis D.C.Thomas & Ardi",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia reniformis Dryand.",6,41,0,0,0,0,0,0,0,3,30,0,0,0
"Begonia robusta Blume",0,7,0,0,1,0,0,0,0,0,0,0,0,0
"Begonia robusta var. robusta",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia rossmanniae A.DC.",2,59,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia roxburghii A.DC.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia rubrotincta L.B.Sm. & B.G.Schub.",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia rufa Thunb.",0,10,0,0,0,0,0,0,0,3,0,0,0,0
"Begonia rufosericea Toledo",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia sageaensis Wiriad.",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia salesopolensis S.J.Gomes da Silva & Mamede",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia sartorii Liebm.",4,22,0,0,2,0,0,0,0,0,0,0,0,0
"Begonia saxicola A.DC.",0,15,0,0,0,0,0,0,0,0,23,0,0,0
"Begonia scharffii Hook.f.",0,4,0,0,0,0,0,0,1,0,0,0,0,0
"Begonia sciaphila Gilg ex Engl.",0,38,0,0,0,0,0,0,0,2,0,0,0,0
"Begonia scottii Tebbitt",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia scutifolia Hook.f.",0,34,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia seemanniana A.DC.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia semidigitata Brade",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia semiovata Liebm.",5,159,0,0,0,0,2,0,1,0,0,0,0,0
"Begonia sericoneura Liebm.",2,37,0,0,10,0,0,0,0,0,0,0,0,0
"Begonia serotina A.DC.",2,8,0,0,0,0,0,0,0,0,0,0,0,0
"Begonia sibutensis Sands",0,2,0,0,0,0,0,0,0,0,0,0,0,0
