"wcvp_name","gbif_name"
"Salix spathulifolia var. glabra","Salix spathulifolia var. glabra Z.Wang & C.F.Fang ex T.Y.Ding"
"Salix sinica var. dentata","Salix sinica var. dentata (K.S.Hao ex C.F.Fang & A.K.Skvortsov) G.H.Zhu"
"Salix exigua var. hindsiana","Salix exigua var. hindsiana (Benth.) Dorn"
"Salix hainanica","Salix hainanica A.K.Skvortsov"
"Salix sclerophylla var. sclerophylloides","Salix sclerophylla var. sclerophylloides (Y.L.Chou) T.Y.Ding"
"Salix lamashanensis","Salix lamashanensis K.S.Hao ex C.F.Fang & A.K.Skvortsov"
"Salix hupehensis","Salix hupehensis K.S.Hao"
"Salix forrestii","Salix forrestii K.S.Hao"
"Salix oritrepha var. amnematchinensis","Salix oritrepha var. amnematchinensis (K.S.Hao ex C.F.Fang & A.K.Skvortsov) G.H.Zhu"
"Salix sinica","Salix sinica (K.S.Hao ex C.F.Fang & A.K.Skvortsov) G.H.Zhu"
"Salix atopantha var. glabra","Salix atopantha var. glabra K.S.Hao ex C.F.Fang & A.K.Skvortsov"
"Salix sinica var. subsessilis","Salix sinica var. subsessilis (K.S.Hao ex C.F.Fang & A.K.Skvortsov) G.H.Zhu"
"Salix aegyptiaca","Salix aegyptiaca L."
"Salix alatavica","Salix alatavica Kar. & Kir. ex Stschegl."
"Salix acutifolia","Salix acutifolia Willd."
"Salix × balfourii","Salix ×balfourii E.F.Linton"
"Salix × algista","Salix ×algista C.K.Schneid."
"Angraecopsis trifurca","Angraecopsis trifurca (Rchb.f.) Schltr."
"Salix alba","Salix alba L."
"Salix alaxensis","Salix alaxensis (Andersson) Coville"
"Salix tyrrhenica","Salix tyrrhenica Brullo, Scelsi & Spamp."
"Goodyera ovatilabia","Goodyera ovatilabia Schltr."
"Salix rhamnifolia subsp. turuchanensis","Salix rhamnifolia subsp. turuchanensis A.K.Skvortsov & Kuvaev"
"Salix babylonica f. umbraculifera","Salix babylonica f. umbraculifera (Rehder) Geerinck"
"Salix babylonica f. pendula","Salix babylonica f. pendula (C.K.Schneid.) Geerinck"
"Salix uralicola","Salix uralicola I.V.Belyaeva"
"Salix × canescens","Salix canescens Fr."
"Salix × buseri","Salix ×buseri Favrat"
"Salix × boettcheri","Salix ×boettcheri Seemen"
"Salix breweri","Salix breweri Bebb"
"Salix berberifolia","Salix berberifolia Pall."
"Salix × beckii","Salix ×beckii Soó"
"Salix × beckiana","Salix ×beckiana Beck"
"Salix barrattiana","Salix barrattiana Hook."
"Salix barclayi","Salix barclayi Andersson"
"Salix bangongensis","Salix bangongensis Z.Wang & C.F.Fang"
"Salix ballii","Salix ballii Dorn"
"Salix bebbiana","Salix bebbiana Sarg."
"Salix biondiana","Salix biondiana Seemen"
"Goodyera pendula","Goodyera pendula Maxim."
"Salix × waghornei","Salix ×waghornei Rydb."
"Salix vulpina","Salix vulpina Andersson"
"Goodyera perrieri","Goodyera perrieri (Schltr.) Schltr."
"Salix wolohoensis","Salix wolohoensis C.K.Schneid."
"Salix wolfii","Salix wolfii Bebb"
"Salix × wimmeriana","Salix ×wimmeriana Gren. & Godr."
"Salix × wimmeri","Salix wimmeri Hartig, 1852"
"Goodyera picta","Goodyera picta Boxall"
"Salix wilhelmsiana","Salix wilhelmsiana M.Bieb."
"Salix × wardiana","Salix ×wardiana Leefe ex F.B.White"
"Salix × wiegandii","Salix ×wiegandii Fernald"
"Salix × velenovskyi","Salix ×velenovskyi Servít"
"Salix variegata","Salix variegata Franch."
"Goodyera porphyrophylla","Goodyera porphyrophylla Schltr."
"Salix acmophylla","Salix acmophylla Boiss."
"Salix × aberrans","Salix ×aberrans A.Camus & E.G.Camus"
"Salix liouana","Salix liouana Z.Wang & Chang Y.Yang"
"Salix abscondita","Salix abscondita Laksch."
"Goodyera procera","Goodyera procera (Ker Gawl.) Hook."
"Salix commutata","Salix commutata Bebb"
"Salix coluteoides","Salix coluteoides Mirb."
"Salix × confinis","Salix ×confinis A.Camus & E.G.Camus"
"Salix coggygria","Salix coggygria Hand.-Mazz."
"Goodyera pubescens","Goodyera pubescens (Willd.) R.Br."
"Salix × coerulescens","Salix coerulescens Turcz."
"Salix balansae","Salix balansae Seemen"
"Goodyera pusilla","Goodyera pusilla Blume"
"Salix × conifera","Salix conifera Muhl."
"Salix cordata","Salix cordata Michx."
"Goodyera ramosii","Goodyera ramosii Ames"
"Salix chilensis","Salix chilensis Molina"
"Salix chikungensis","Salix chikungensis C.K.Schneid."
"Acalypha multispicata","Acalypha multispicata S.Watson"
"Angraecum","Angraecum Bory"
"Goodyera recurva","Goodyera recurva Lindl."
"Salix chienii","Salix chienii W.C.Cheng"
"Salix chevalieri","Salix chevalieri Seemen"
"Salix chlorolepis","Salix chlorolepis Fernald"
"Salix clathrata","Salix clathrata Hand.-Mazz."
"Salix cinerea","Salix cinerea L."
"Goodyera repens","Goodyera repens (L.) R.Br."
"Salix daphnoides","Salix daphnoides Vill."
"Salix delavayana","Salix delavayana Hand.-Mazz."
"Salix dalungensis","Salix dalungensis Z.Wang & P.Y.Fu"
"Salix daltoniana","Salix daltoniana Andersson"
"Salix × boulayi","Salix ×boulayi F.Gérard"
"Salix brachypoda","Salix brachypoda (Trautv. & C.A.Mey.) Kom."
"Salix borealis","Salix borealis Fr."
"Salix boothii","Salix boothii Dorn"
"Salix bonplandiana","Salix bonplandiana Kunth"
"Salix breviserrata","Salix breviserrata Flod."
"Salix blinii","Salix blinii H.Lév."
"Salix bistyla","Salix bistyla Hand.-Mazz."
"Salix × bifida","Salix bifida"
"Goodyera reticulata","Goodyera reticulata (Blume) Blume"
"Salix × subsericea","Salix ×subsericea Döll"
"Salix × sugayana","Salix ×sugayana Kimura"
"Goodyera robusta","Goodyera robusta Hook.f."
"Salix × superata","Salix ×superata F.B.White"
"Salix subopposita","Salix subopposita Miq."
"Salix × taoensis","Salix ×taoensis Goerz"
"Goodyera rollissonii","Goodyera rollissonii Gower"
"Salix tenella","Salix tenella C.K.Schneid."
"Salix × taylorii","Salix ×taylorii Rech.f."
"Salix taxifolia","Salix taxifolia Kunth"
"Salix tarraconensis","Salix tarraconensis Pau"
"Salix sumiyosensis","Salix sumiyosensis Kimura"
"Salix × tambaensis","Salix ×tambaensis Koidz. & Araki"
"Salix taiwanalpina","Salix taiwanalpina Kimura"
"Salix tagawana","Salix tagawana Koidz."
"Goodyera rostellata","Goodyera rostellata Ames & C.Schweinf."
"Salix taraikensis","Salix taraikensis Kimura"
"Goodyera rostrata","Goodyera rostrata Ridl."
"Salix stolonifera","Salix stolonifera Coville"
"Salix starkeana","Salix starkeana Willd."
"Salix bicolor","Salix bicolor Ehrh. ex Willd."
"Salix blakii","Salix blakii Goerz"
"Salix carmanica","Salix carmanica Bornm."
"Salix paratetradenia var. yatungensis","Salix paratetradenia var. yatungensis Z.Wang & P.Y.Fu"
"Salix paraplesia var. subintegra","Salix paraplesia var. subintegra Z.Wang & P.Y.Fu"
"Goodyera rubicunda","Goodyera rubicunda (Blume) Lindl."
"Salix caspica","Salix caspica Pall."
"Salix cascadensis","Salix cascadensis Cockerell"
"Salix × capreola","Salix ×capreola A.Kern. ex Andersson"
"Salix caucasica","Salix caucasica Andersson"
"Salix cardiophylla","Salix cardiophylla Trautv. & Mey."
"Salix capusii","Salix capusii Franch."
"Salix caroliniana","Salix caroliniana Michx."
"Salix chaenomeloides","Salix chaenomeloides Kimura"
"Salix × charrieri","Salix ×charrieri Chass."
"Salix characta","Salix characta C.K.Schneid."
"Salix chamissonis","Salix chamissonis Andersson"
"Salix cathayana","Salix cathayana Diels"
"Salix × cernua","Salix cernua P.Linton"
"Salix cavaleriei","Salix cavaleriei H.Lév."
"Salix calyculata","Salix calyculata Hook.fil."
"Salix calostachya","Salix calostachya Andersson"
"Salix × calliantha","Salix calliantha J.Kern."
"Salix calcicola","Salix calcicola Fernald & Wiegand"
"Goodyera ruttenii","Goodyera ruttenii J.J.Sm."
"Salix caprea","Salix caprea L."
"Salix × capnoides","Salix ×capnoides A.Kern. & J.Kern., 1869"
"Salix cana","Salix cana Mart. & Galeotti"
"Goodyera schlechtendaliana","Goodyera schlechtendaliana Rchb.f."
"Salix vacciniifolia","Salix vacciniifolia J.Walker"
"Salix pseudopermollis","Salix pseudopermollis C.Y.Yu & Chang Y.Yang"
"Salix vinogradovii","Salix vinogradovii A.K.Skvortsov"
"Salix × tomentella","Salix tomentella Schleich."
"Salix tibetica","Salix tibetica Goerz"
"Salix oropotamica","Salix oropotamica Brullo, Scelsi & Spamp."
"Goodyera serpens","Goodyera serpens Schltr."
"Salix mazzettiana","Salix mazzettiana N.Chao"
"Salix luzhongensis","Salix luzhongensis X.W.Li & Y.Q.Zhu"
"Salix eriostachya","Salix eriostachya Wall."
"Goodyera similis","Goodyera similis Blume"
"Salix neoamnematchinensis","Salix neoamnematchinensis T.Y.Ding & C.F.Fang"
"Salix ludingensis","Salix ludingensis T.Y.Ding & C.F.Fang"
"Salix arrigonii","Salix arrigonii Brullo"
"Salix dabeshanensis","Salix dabeshanensis B.C.Ding & T.B.Chao"
"Salix rizeensis","Salix rizeensis Güner & Zielinski"
"Salix shangchengensis","Salix shangchengensis B.C.Ding & T.B.Chao"
"Salix xanthicola","Salix xanthicola K.I.Chr."
"Salix psammophila","Salix psammophila Z.Wang & Chang Y.Yang"
"Salix brutia","Salix brutia Brullo & Spamp."
"Salix × atroelaeagnos","Salix ×atroelaeagnos Serra & M.B.Crespo"
"Salix aeruginosa","Salix aeruginosa E.Carranza"
"Goodyera stenopetala","Goodyera stenopetala Schltr."
"Salix × friesiana nothosubsp. antverpiensis","Salix ×friesiana subsp. antverpiensis (Lawalrée & De Langhe) Lambinon"
"Salix × ambigua nothosubsp. maritima","Salix ×ambigua var. maritima A.Camus & E.G.Camus, 1904"
"Goodyera striata","Goodyera striata Rchb.f."
"Salix × blakolgae","Salix ×blakolgae Drobow"
"Goodyera taitensis","Goodyera taitensis Blume"
"Salix × wyomingensis","Salix wyomingensis Rydb."
"Salix × wrightii","Salix wrightii Andersson"
"Salix uva-ursi","Salix uva-ursi Pursh"
"Goodyera tesselata","Goodyera tesselata G.Lodd."
"Salix delavayana var. pilososuturalis","Salix delavayana var. pilososuturalis Y.L.Chou & C.F.Fang"
"Goodyera thailandica","Goodyera thailandica Seidenf."
"Salix babylonica f. rokkaku","Salix babylonica f. rokkaku Kimura"
"Salix arctica subsp. torulosa","Salix arctica subsp. torulosa (Trautv.) Hultén"
"Salix staintoniana","Salix staintoniana A.K.Skvortsov"
"Salix spodiophylla","Salix spodiophylla Hand.-Mazz."
"Goodyera turialbae","Goodyera turialbae Schltr."
"Salix × subglabra","Salix subglabra A.Kern."
"Salix petrophila","Salix petrophila Rydb."
"Salix × straehleri","Salix ×straehleri Seemen"
"Salix stomatophora","Salix stomatophora Flod."
"Salix tschuktschorum","Salix tschuktschorum A.K.Skvortsov"
"Salix × turfosa","Salix ×turfosa A.Camus & E.G.Camus"
"Salix turczaninowii","Salix turczaninowii Laksch. ex Printz"
"Salix turanica","Salix turanica Nasarow"
"Salix × turumatii","Salix ×turumatii Kimura"
"Goodyera venusta","Goodyera venusta Schltr."
"Salix trichocarpa","Salix trichocarpa C.F.Fang"
"Salix triandroides","Salix triandroides Ehrh. ex Andersson"
"Goodyera viridiflora","Goodyera viridiflora (Blume) Blume"
"Salix × ungavensis","Salix ×ungavensis Lepage"
"Salix turnorii","Salix turnorii Raup"
"Salix udensis","Salix udensis Trautv. & C.A.Mey."
"Salix tyrrellii","Salix tyrrellii Raup"
"Salix tweedyi","Salix tweedyi (Bebb ex Rose) Ball"
"Angraecum affine","Angraecum affine Schltr."
"Salix triandra","Salix triandra L."
"Salix thorelii","Salix thorelii Dode"
"Salix thomsoniana","Salix thomsoniana Andersson"
"Salix × thaymasta","Salix ×thaymasta Kimura"
"Salix thurberi","Salix thurberi Rowlee"
"Salix × tetrapla","Salix ×tetrapla Walker ex Sm."
"Goodyera vitiensis","Goodyera vitiensis (L.O.Williams) Kores"
"Salix tenuijulis","Salix tenuijulis Ledeb."
"Salix shandanensis","Salix shandanensis C.F.Fang"
"Salix tetrasperma","Salix tetrasperma Roxb."
"Goodyera vittata","Goodyera vittata (Lindl.) Benth. ex Hook.f."
"Salix tracyi","Salix tracyi Ball"
"Salix trabzonica","Salix trabzonica A.K.Skvortsov"
"Salix tonkinensis","Salix tonkinensis Seemen"
"Goodyera wuana","Goodyera wuana Tang & F.T.Wang"
"Salix pierotii f. auricomans","Salix pierotii f. auricomans Kimura"
"Salix balansae var. hunanensis","Salix balansae var. hunanensis N.Chao"
"Salix integra f. albovariegata","Salix integra f. albovariegata Kimura"
"Salix shihtsuanensis var. glabrata","Salix shihtsuanensis var. glabrata C.F.Fang & J.Q.Wang"
"Salix qinghaiensis var. microphylla","Salix qinghaiensis var. microphylla Y.L.Chou"
"Goodyera yamiana","Goodyera yamiana Fukuy."
"Salix bikouensis var. villosa","Salix bikouensis var. villosa Y.L.Chou"
"Salix cheilophila var. microstachyoides","Salix cheilophila var. microstachyoides (Z.Wang & P.Y.Fu) Z.Wang & C.F.Fang"
"Salix taishanensis var. glabra","Salix taishanensis var. glabra C.F.Fang & W.D.Liu"
"Salix taraikensis var. oblanceolata","Salix taraikensis var. oblanceolata Z.Wang & C.F.Fang"
"Salix wilhelmsiana var. leiocarpa","Salix wilhelmsiana var. leiocarpa Chang Y.Yang"
"Goodyera yunnanensis","Goodyera yunnanensis Schltr."
"Salix babylonica f. tortuosa","Salix babylonica f. tortuosa Y.L.Chou"
"Salix yumenensis","Salix yumenensis H.L.Yang"
"Salix sichotensis","Salix sichotensis Kharkev. & Vyshin"
"Salix donggouxianica","Salix donggouxianica C.F.Fang"
"Salix alexii-skvortzovii","Salix alexii-skvortzovii A.P.Khokhr."
"Goodyera zollingeri","Goodyera zollingeri Rchb.f."
"Salix weixiensis","Salix weixiensis Y.L.Chou"
"Salix qinghaiensis","Salix qinghaiensis Y.L.Chou"
"Salix annulifera var. dentata","Salix annulifera var. dentata S.D.Zhao"
"Salix bikouensis","Salix bikouensis Y.L.Chou"
"Salix zangica","Salix zangica N.Chao"
"Salix yanbianica","Salix yanbianica C.F.Fang & C.Y.Yang"
"Salix xiaoguangshanica","Salix xiaoguangshanica Y.L.Chou & N.Chao"
"Salix tengchongensis","Salix tengchongensis C.F.Fang"
"Salix tarbagataica","Salix tarbagataica Chang Y.Yang"
"Salix taipaiensis","Salix taipaiensis Chang Y.Yang"
"Salix sinopurpurea","Salix sinopurpurea Z.Wang & Chang Y.Yang"
"Salix riskindii","Salix riskindii M.C.Johnst."
"Salix paraplesia var. pubescens","Salix paraplesia var. pubescens Z.Wang & C.F.Fang"
"Salix wilhelmsiana var. latifolia","Salix wilhelmsiana var. latifolia Chang Y.Yang"
"Salix taishanensis var. hebeinica","Salix taishanensis var. hebeinica C.F.Fang"
"Salix pentandra var. obovalis","Salix pentandra var. obovalis C.Y.Yu"
"Salix atopantha var. pedicellata","Salix atopantha var. pedicellata C.F.Fang & J.Q.Wang"
"Gorgonidium","Gorgonidium Schott"
"Salix heterochroma var. glabra","Salix heterochroma var. glabra C.Y.Yu & C.F.Fang"
"Salix faxonianoides var. villosa","Salix faxonianoides var. villosa S.D.Zhao"
"Salix dibapha var. biglandulosa","Salix dibapha var. biglandulosa C.F.Fang"
"Salix cheilophila var. acuminata","Salix cheilophila var. acuminata Z.Wang & Y.L.Chou"
"Gorgonidium mirabile","Gorgonidium mirabile Schott"
"Salix phanera var. weixiensis","Salix phanera var. weixiensis C.F.Fang"
"Salix glareorum","Salix glareorum P.I Mao & W.Z.Li"
"Salix chienii var. pubigera","Salix chienii var. pubigera N.Chao"
"Gorgonidium vargasii","Gorgonidium vargasii Bogner & Nicolson"
"Salix cupularis var. acutifolia","Salix cupularis var. acutifolia S.Q.Zhou"
"Salix misaoana","Salix ×misaoana Kimura"
"Salix magadanensis","Salix magadanensis Nedol."
"Salix gussonei","Salix gussonei Brullo & Spamp."
"Salix × rijosa","Salix ×rijosa Rivas-Martínez, T.E.Díaz, Fern.Prieto, Loidi & Penas"
"Salix × pseudoelaeagnos","Salix ×pseudoelaeagnos T.E.Díaz & Llamas"
"Gorgonidium vermicidum","Gorgonidium vermicidum (Speg.) Bogner & Nicolson"
"Gossia eugenioides","Gossia eugenioides (A.J.Scott) N.Snow"
"Salix magnifica var. ulotricha","Salix magnifica var. ulotricha (C.K.Schneid.) N.Chao"
"Salix chaenomeloides var. glandulifolia","Salix chaenomeloides var. glandulifolia (Z.Wang & C.Y.Yu) C.F.Fang"
"Salix sclerophylla var. tibetica","Salix sclerophylla var. tibetica (Goerz ex Rehder & Kobuski) C.F.Fang"
"Salix sclerophylla var. obtusa","Salix sclerophylla var. obtusa (Z.Wang & P.Y.Fu) C.F.Fang"
"Salix rotundifolia var. dodgeana","Salix rotundifolia subsp. dodgeana (Rydb.) Argus"
"Salix daguanensis","Salix daguanensis P.I Mao & P.X.He"
"Salix contortiapiculata","Salix contortiapiculata P.I Mao & W.Z.Li"
"Salix longissimipedicellaris","Salix longissimipedicellaris N.Chao ex P.I Mao"
"Salix kungmuensis","Salix kungmuensis P.I Mao & W.Z.Li"
"Salix wuxuhaiensis","Salix wuxuhaiensis N.Chao"
"Salix × eriocataphylloides","Salix ×eriocataphylloides Kimura"
"Salix minjiangensis","Salix minjiangensis N.Chao"
"Gossia randiana","Gossia randiana (Merr. & L.M.Perry) N.Snow"
"Salix jinchuanica","Salix jinchuanica N.Chao"
"Salix maerkangensis","Salix maerkangensis N.Chao"
"Salix qinlingica","Salix qinlingica Z.Wang & N.Chao"
"Salix suchowensis","Salix suchowensis W.C.Cheng"
"Gossia salomonensis","Gossia salomonensis (A.J.Scott) N.Snow"
"Gossia versteeghii","Gossia versteeghii (Merr. & L.M.Perry) N.Snow"
"Angraecum alleizettei","Angraecum alleizettei Schltr."
"Salix × nasuensis","Salix ×nasuensis Kimura"
"Salix nasarovii","Salix nasarovii A.K.Skvortsov"
"Salix nipponica","Salix nipponica Franch. & Sav."
"Salix × nobrei","Salix ×nobrei Samp. ex Cout."
"Salix nivalis","Salix nivalis Hook."
"Salix niphoclada","Salix niphoclada Rydb."
"Salix nigra","Salix nigra Marshall"
"Salix niedzwieckii","Salix niedzwieckii Goerz"
"Salix monochroma","Salix monochroma Ball"
"Salix muliensis","Salix muliensis Goerz"
"Salix mucronata","Salix mucronata Thunb."
"Salix moupinensis","Salix moupinensis Franch."
"Salix morrisonicola","Salix morrisonicola Kimura"
"Salix × multinervis","Salix multinervis Franch. & Sav."
"Salix × mollissima","Salix mollissima Wahlenb."
"Salix miyabeana","Salix miyabeana Seemen"
"Salix × myrtoides","Salix myrtoides Fr."
"Salix myrtilloides","Salix myrtilloides L."
"Salix myrtillifolia","Salix myrtillifolia Andersson"
"Salix myrtillacea","Salix myrtillacea Andersson"
"Salix myrsinites","Salix myrsinites L."
"Salix nakamurana","Salix nakamurana Koidz."
"Salix myrsinifolia","Salix myrsinifolia Salisb."
"Salix myricoides","Salix myricoides Muhl."
"Angraecum aloifolium","Angraecum aloifolium Hermans & P.J.Cribb"
"Salix × notha","Salix notha Andersson"
"Salix paratetradenia","Salix paratetradenia Z.Wang & P.Y.Fu"
"Salix parvidenticulata","Salix parvidenticulata C.F.Fang"
"Salix pantosericea","Salix pantosericea Goerz"
"Salix paraplesia","Salix paraplesia C.K.Schneid."
"Salix paraheterochroma","Salix paraheterochroma Z.Wang & P.Y.Fu"
"Salix paradoxa","Salix paradoxa Kunth"
"Salix okamotoana","Salix okamotoana Koidz."
"Salix ochetophylla","Salix ochetophylla Goerz"
"Salix × longissima","Salix ×longissima T.E.Díaz & J.Andrés"
"Salix × pseudosalvifolia","Salix ×pseudosalviifolia T.E.Díaz & Puente"
"Salix × viridifolia","Salix ×viridifolia T.E.Díaz & Penas"
"Salix × pormensis","Salix ×pormensis T.E.Díaz & Llamas"
"Salix × legionensis","Salix ×legionensis Llamas & Penas"
"Salix fengiana var. gymnocarpa","Salix fengiana var. gymnocarpa P.I Mao & W.Z.Li"
"Salix dissa var. cereifolia","Salix dissa var. cereifolia (Goerz ex Rehder & Kobuski) C.F.Fang"
"Salix × obtusifolia","Salix ×obtusifolia Willd."
"Salix obscura","Salix obscura Andersson"
"Salix nuristanica","Salix nuristanica A.K.Skvortsov"
"Salix nummularia","Salix nummularia Andersson"
"Salix × obtusata","Salix ×obtusata Fernald"
"Salix opsimantha","Salix opsimantha C.K.Schneid."
"Salix ovalifolia","Salix ovalifolia Trautv."
"Salix oritrepha","Salix oritrepha C.K.Schneid."
"Salix orestera","Salix orestera C.K.Schneid."
"Salix oreophila","Salix oreophila Hook.fil. ex Andersson"
"Salix × oleifolia","Salix oleifolia Sm."
"Salix × onychiophylla","Salix onychiophylla Andersson ex Nyman"
"Salix omeiensis","Salix omeiensis C.K.Schneid."
"Salix olgae","Salix olgae Regel"
"Salix oreinoma","Salix oreinoma C.K.Schneid."
"Salix linearis","Salix linearis Turcz."
"Salix praticola","Salix praticola Hand.-Mazz. ex Enander"
"Salix reinii","Salix reinii Franch. & Sav."
"Salix lucida","Salix lucida Muhl."
"Salix longistamina","Salix longistamina Z.Wang & P.Y.Fu"
"Salix × lintonii","Salix ×lintonii A.Camus & E.G.Camus"
